user_id,post_type,post_length,likes,comments,shares,engagement_rate,user_followers,post_category,post_hour,is_weekend,user_verified,spam_flag
29,video,231,418,5,49,1.40410102858485,5031,fashion,17,1,0,0
30,video,240,234,88,35,4.12303643939599,9955,fashion,2,1,1,0
31,image,256,320,55,7,4.32559730608267,5824,fashion,3,0,0,0
32,video,146,310,58,14,1.80117650504368,4250,sports,13,1,1,0
33,image,184,300,28,2,4.78517035263046,4160,technology,6,0,1,0
34,image,125,462,70,46,0.724370658796239,4865,sports,7,1,0,1
35,video,98,473,76,12,1.17459163961213,3712,sports,23,1,0,1
36,image,143,356,17,40,2.91911512123181,6653,technology,15,0,1,0
37,video,262,212,1,33,3.09106612005039,7478,technology,19,0,0,0
38,video,208,61,7,23,3.40317537485407,1789,technology,14,0,1,0
39,text,235,48,74,39,0.576361081919599,1416,technology,6,0,1,1
40,video,238,126,96,31,4.82165048579959,7230,sports,16,0,1,0
41,text,73,222,53,31,0.700646417303648,3286,food,21,0,0,1
42,video,197,408,37,29,1.14377878725531,5889,fashion,21,1,1,1
43,video,86,278,47,48,0.563065328867257,1245,food,21,0,1,1
44,text,53,407,26,12,3.05086294982343,4494,sports,11,1,1,1
45,text,,293,19,0,,8042,technology,17,0,1,1
46,video,157,283,11,33,3.49676224736209,7648,fashion,23,1,0,0
47,image,175,276,42,14,4.20195860816192,660,fashion,13,1,0,1
48,text,69,437,60,43,0.55976541556361,2012,food,14,0,1,1
49,image,237,106,30,13,2.93906884315877,1964,sports,14,1,0,0
50,image,201,145,90,28,2.56803339877485,396,sports,4,1,0,0
51,image,99,419,95,33,2.74535574899357,2509,sports,15,1,1,1
52,text,226,98,60,17,0.824959334008346,7730,fashion,4,0,0,0
53,image,228,428,73,6,3.57995912481188,1561,food,1,0,0,0
54,text,145,374,66,28,2.76449186686386,4392,fashion,19,1,0,0
55,image,154,72,90,30,3.94316982437569,2368,fashion,8,0,0,1
56,video,213,436,34,24,2.68380785327772,1094,technology,21,0,0,1
57,video,299,485,94,37,1.17221736301894,6654,food,8,1,0,0
58,text,166,121,14,13,3.4171562933502,107,technology,3,1,1,0
59,video,147,29,15,7,1.27573862947325,2615,sports,14,0,0,1
60,video,,187,12,26,,1517,fashion,10,0,1,1
61,image,115,363,34,1,3.25902307581159,2416,food,0,0,1,0
62,text,128,353,74,16,1.20741747600629,7458,sports,17,1,1,1
63,image,211,287,58,36,4.83052125866543,4032,food,0,0,0,1
64,image,213,450,20,13,2.83264458500894,6304,fashion,7,0,0,0
65,image,55,194,53,24,0.828043033422448,1387,food,15,0,1,0
66,image,88,155,74,29,3.3207480698678,1218,sports,21,1,1,1
67,image,219,171,29,28,1.63939508155765,8844,technology,17,1,1,1
68,image,292,334,47,19,4.11662053344786,7737,fashion,21,1,0,1
69,image,164,40,34,20,4.18019933104786,760,technology,8,0,0,0
70,text,235,62,85,21,4.90526310134598,9007,fashion,11,0,0,0
71,video,295,22,37,34,2.75841288961027,7022,sports,18,1,1,0
72,image,174,359,30,36,2.54730595877482,8204,fashion,17,0,0,0
73,image,61,74,77,15,3.89064022450916,6437,technology,4,0,0,1
74,image,180,47,23,49,1.09611795353867,2629,fashion,1,0,1,0
75,image,286,159,48,48,2.96111981206906,4070,sports,6,1,0,0
76,image,67,312,95,42,2.95811420058883,3507,fashion,9,0,1,1
77,image,89,117,99,16,0.902629052646742,9750,technology,14,0,0,0
78,video,70,99,31,15,2.38092838478111,9146,sports,6,1,1,1
79,video,192,379,54,1,4.33978159355241,7516,technology,4,0,0,0
80,image,274,416,78,3,4.35269129897597,4860,fashion,14,1,1,1
81,video,148,407,57,20,0.946569492138565,1997,food,19,0,0,1
82,text,75,166,98,38,0.908243972365239,6464,technology,19,1,1,1
83,image,57,289,2,33,1.68212964650871,8564,fashion,14,1,1,0
84,text,149,439,79,29,4.43644728149297,4187,food,9,0,0,1
85,text,289,155,68,5,1.08006163283075,9564,food,23,0,0,0
86,image,271,420,84,16,3.73998561182351,4474,sports,13,1,1,0
87,video,136,6,9,38,0.955245288258965,7707,food,9,0,0,0
88,text,91,195,82,24,3.30412034186521,4119,technology,16,1,1,0
89,image,221,420,24,4,2.10230284603615,915,technology,20,0,1,0
90,text,63,55,67,4,4.0501128333464,7355,food,13,0,0,0
91,text,127,320,60,19,1.55160701971414,1022,fashion,1,0,0,1
92,text,51,192,28,15,3.37640823225482,4967,technology,15,0,0,1
93,text,168,46,18,40,1.56057140559148,1364,technology,12,1,1,0
94,video,86,147,42,36,3.71147127400469,3824,sports,8,1,1,0
95,text,118,274,65,39,4.43155115552337,2822,fashion,6,0,0,0
96,text,215,156,73,8,1.07060809607042,5455,food,15,0,1,0
97,text,,201,60,4,,2650,fashion,9,0,1,0
98,video,90,443,42,41,3.17108864486434,5419,sports,23,0,0,1
99,text,111,401,24,1,1.07199720890161,6786,sports,21,0,1,1
100,text,,475,19,8,,1773,fashion,8,1,1,0
101,video,109,418,47,42,1.22387132068294,4687,sports,21,1,1,0
102,video,174,426,82,35,3.65156549989956,5453,sports,22,0,0,1
103,video,160,494,86,21,3.91490660488077,6957,sports,6,1,0,0
104,text,63,478,23,21,0.976084341227595,1766,fashion,15,1,1,0
105,video,297,474,10,21,2.7776293371259,4611,sports,8,0,0,0
106,video,280,125,97,33,4.16581275211663,6272,food,23,1,1,1
107,text,266,394,54,28,4.71273368697948,1484,food,16,1,0,1
108,video,133,304,27,37,2.81083040033797,4503,technology,19,1,1,0
109,text,179,368,68,45,4.77625650625133,4054,food,6,1,1,1
110,image,280,293,62,32,2.91060036705213,6405,technology,10,0,1,1
111,video,119,63,58,17,2.27385722569959,8352,fashion,7,1,1,0
112,image,194,324,4,6,4.31691407848803,7338,sports,6,1,0,1
113,text,172,391,50,0,2.7184221970614,7081,food,18,1,1,1
114,video,138,417,20,32,2.62356129754035,6126,technology,19,0,1,1
115,text,298,175,11,0,2.70640620234423,6709,fashion,11,1,0,1
116,image,77,115,49,23,4.31053250841385,8764,technology,6,1,0,1
117,text,115,439,3,3,4.24373693759624,1058,sports,7,1,1,1
118,video,212,203,41,3,2.31583996598095,8824,food,6,0,1,0
119,video,278,485,83,17,1.99984936941736,593,fashion,5,0,0,0
120,image,54,320,37,26,2.71367610817608,7142,technology,8,0,1,0
121,text,242,30,24,42,3.07747629381699,181,fashion,12,0,1,1
122,video,217,387,13,31,1.57251744782599,7099,technology,6,0,1,0
123,image,253,112,74,32,4.07279788122016,3070,technology,7,1,1,1
124,video,233,364,31,27,2.6891724457959,111,sports,21,0,1,1
125,video,213,433,10,41,2.00320496788982,7924,sports,16,1,1,0
126,text,94,324,60,40,0.980694468337958,861,technology,16,0,1,1
127,video,,413,17,35,,3285,food,15,0,1,0
128,text,96,375,26,5,4.77176527290193,125,fashion,21,0,1,1
129,video,80,343,54,15,1.87294859068787,1906,fashion,1,1,0,0
130,image,188,442,53,33,1.25986680215166,6751,sports,7,1,0,0
131,video,59,66,81,22,2.57302756244747,5764,food,16,1,0,0
132,text,244,74,86,49,1.88189484512112,5254,technology,12,0,1,0
133,text,167,44,74,41,0.658216626220374,5924,sports,17,0,1,1
134,image,63,259,20,23,1.95415347775738,3759,technology,23,0,1,0
135,video,129,153,43,48,2.94848880772761,1625,technology,21,0,0,1
136,video,251,154,4,12,2.98270567408985,860,sports,9,0,0,0
137,image,142,429,86,17,2.104515145296,694,food,1,0,1,0
138,video,59,362,40,12,2.5128624031367,7292,fashion,1,1,0,0
139,video,125,447,58,48,4.84483063205645,1155,sports,13,1,0,1
140,text,143,474,88,36,2.1980681475364,3183,food,15,0,1,0
141,video,154,233,53,42,1.66202065966992,3775,technology,6,1,1,0
142,video,50,50,73,38,1.59560169830042,9750,sports,20,1,0,1
143,image,182,305,21,41,2.5599407571686,6057,fashion,20,1,1,0
144,image,69,261,82,16,3.91784066922625,5355,fashion,23,0,0,1
145,text,57,314,64,14,1.42694682884813,9511,technology,11,0,0,0
146,video,220,124,63,17,3.69183257213346,4328,sports,22,0,0,0
147,video,253,398,70,22,0.595174205072373,4281,fashion,13,0,1,0
148,video,50,244,3,29,2.38519840092776,9791,sports,3,1,0,1
149,text,106,29,64,33,3.99139279341254,1930,fashion,3,0,0,0
150,text,113,425,14,3,2.02429830098494,3495,technology,17,0,1,0
151,image,167,484,75,2,3.0368169565043,1303,technology,2,0,1,0
152,text,261,121,21,6,1.4224065477166,2910,sports,0,1,0,1
153,video,77,124,85,17,3.83897926006778,3192,food,16,1,1,1
154,video,170,36,46,41,0.735255964709418,3144,food,6,1,1,1
155,text,156,169,80,6,4.33644190193975,6171,technology,15,1,0,1
156,video,214,123,92,39,1.39188373889751,7372,fashion,4,1,1,1
157,video,224,356,45,5,4.43479114268749,4773,food,18,0,0,1
158,text,278,34,13,21,2.08638158585233,3614,technology,6,1,1,0
159,text,253,86,49,0,3.75207608513519,6292,fashion,13,1,1,0
160,video,214,133,19,3,1.93651384003785,244,fashion,1,0,0,0
161,video,98,195,49,45,4.57660252055591,7607,food,2,0,0,0
162,video,290,273,32,48,1.06986706483269,4957,technology,16,0,1,0
163,image,169,200,58,49,1.30333905172669,1477,fashion,15,1,1,1
164,image,93,368,42,42,2.71863556321461,3246,fashion,7,0,1,1
165,image,105,284,78,28,0.868722975671658,5124,sports,17,1,0,1
166,text,205,76,11,20,1.38191083115793,893,sports,14,0,1,0
167,image,160,58,39,25,4.74694871995407,9893,food,6,1,0,1
168,text,256,430,19,13,4.89420347516549,5856,sports,8,1,1,0
169,text,183,125,93,8,2.1931669819869,4514,technology,5,1,1,1
170,image,157,499,37,46,4.65478709456271,1210,food,17,1,1,0
171,image,,400,2,11,,5772,food,17,0,1,1
172,image,197,108,27,41,1.71384109643195,4153,sports,23,0,1,0
173,video,163,223,55,5,3.66079424486269,4037,fashion,13,1,0,1
174,image,127,495,89,19,3.46505812958686,4063,technology,13,0,0,0
175,video,179,277,93,23,4.9510639359893,5042,technology,13,1,0,1
176,text,250,67,12,26,1.69271279334178,5997,technology,3,0,1,0
177,video,86,68,76,37,3.52426776197781,9074,food,3,0,0,0
178,image,69,164,65,7,0.734106897632511,1216,technology,14,1,0,0
179,text,75,488,36,0,1.01140717413524,1850,fashion,14,1,1,0
180,text,78,304,48,48,0.51763268727992,4127,fashion,17,0,1,1
181,text,50,396,65,48,4.99757306476853,5845,sports,13,1,0,1
182,video,168,161,35,23,4.11023163716365,5164,technology,0,0,0,1
183,image,84,364,53,46,4.04025356630093,9779,food,9,0,0,0
184,text,247,341,25,6,2.79376733879681,6038,sports,19,0,0,1
185,text,278,308,74,18,1.85030187307448,3497,fashion,9,1,0,0
186,text,294,378,71,21,1.18068928008204,8365,technology,9,1,0,1
187,video,108,342,39,34,1.78103632480909,1459,fashion,23,0,0,0
188,video,118,434,42,29,2.19187049868113,9383,sports,1,1,1,1
189,image,210,386,21,28,3.90339543641132,4953,fashion,7,1,0,0
190,video,,41,19,21,,2041,technology,0,0,1,0
191,text,228,353,7,10,0.848676319499672,3248,technology,0,1,1,1
192,image,,415,28,19,,8033,sports,3,1,1,1
193,text,61,108,39,28,0.960494807903284,9536,technology,6,0,0,1
194,text,283,50,89,40,2.34724421163821,1385,fashion,8,1,0,0
195,video,69,249,29,41,4.69936812672058,6574,fashion,15,0,1,0
196,image,230,496,80,33,3.3683111654415,870,food,4,1,0,0
197,video,291,340,83,0,4.10821654943982,1943,food,1,1,0,1
198,video,265,429,54,30,2.59868567527047,173,food,22,0,1,0
199,image,92,382,15,29,2.12749737437769,1760,fashion,10,0,0,1
200,text,175,491,45,47,0.987801677224802,4449,fashion,17,1,1,0
201,text,275,20,61,17,4.44169859983792,7202,sports,18,0,1,1
202,image,266,299,6,16,4.02422013062556,8100,food,12,0,1,0
203,text,99,138,79,37,1.25653143918976,9111,fashion,23,1,1,0
204,image,78,358,44,13,2.80517253744317,3918,sports,10,0,0,1
205,image,234,323,58,22,2.6931866356456,431,fashion,19,1,1,0
206,video,88,498,55,24,3.31291198708938,1521,sports,18,1,0,0
207,image,272,384,47,14,4.75784102296068,7612,food,16,0,0,1
208,video,233,91,26,45,3.10897148793116,6990,food,4,1,0,0
209,text,288,446,52,21,2.93097770050378,5031,food,12,0,0,1
210,text,220,279,86,2,0.726453198205988,9983,fashion,19,1,1,1
211,text,227,124,87,18,0.783083642081108,6125,fashion,0,0,1,0
212,text,200,482,72,43,1.34306056097055,4508,sports,9,0,1,0
213,video,221,396,34,33,0.646118472612867,5213,technology,7,1,1,0
214,text,87,110,50,34,3.84508803006506,8519,technology,23,0,1,1
215,image,133,353,83,49,3.75498636797283,2981,food,7,0,0,0
216,image,200,138,36,0,1.11225305494239,2965,technology,18,0,1,1
217,image,177,483,80,20,4.26235505357876,2675,food,5,1,0,0
218,video,,434,94,28,,6285,sports,11,1,0,0
219,text,94,272,56,5,1.85529014148812,8756,technology,6,0,1,1
220,text,101,98,7,36,1.62039604622614,5841,technology,15,0,0,0
221,text,129,251,78,0,2.17538194357872,377,food,8,1,0,0
222,video,,337,94,0,,165,sports,20,1,1,0
223,image,283,103,93,26,2.70027916897303,4362,technology,21,1,1,0
224,image,173,213,19,20,2.33333546609608,5804,technology,9,0,1,0
225,text,168,248,52,15,4.93956270850697,8694,technology,9,1,0,1
226,image,57,151,11,43,0.751668575577016,8089,sports,9,0,1,0
227,image,291,249,48,39,1.13981619374308,6355,sports,19,1,1,1
228,video,134,274,16,25,0.737716522588711,7541,technology,15,0,0,0
229,video,178,164,63,15,3.31628537742069,4792,food,0,1,1,0
230,video,296,486,41,27,0.745291748361738,4519,food,16,0,0,1
231,video,57,340,93,0,4.26397881819256,8060,technology,20,1,0,0
232,text,206,7,28,35,2.80372383806868,6178,sports,13,1,1,0
233,video,145,283,18,9,2.8715343106169,1537,technology,18,0,0,1
234,image,151,4,10,42,3.02717528470487,8720,sports,20,1,0,1
235,text,54,144,97,16,1.26866167837795,7132,technology,20,1,1,0
236,image,288,100,49,22,1.38960636401519,5831,sports,16,1,1,1
237,image,135,163,70,6,1.93467795292852,3478,fashion,13,1,1,1
238,image,224,373,57,43,3.17073387119833,8684,food,7,0,0,1
239,video,83,146,33,6,1.44552999173097,6447,fashion,20,0,0,1
240,video,242,63,19,43,1.02349277209968,6501,food,20,1,1,0
241,text,104,90,49,14,4.86552598888295,6729,sports,8,0,1,0
242,text,168,116,87,33,0.598918166643303,4641,fashion,7,0,1,1
243,video,267,353,9,45,4.1121383240121,7976,food,12,0,0,0
244,image,220,266,31,44,4.0461581730876,8633,technology,16,0,1,1
245,text,251,309,51,3,1.83746351230293,8424,sports,18,0,0,0
246,video,207,172,14,13,1.11031977203291,364,sports,6,1,1,0
247,video,163,46,83,13,1.15532891017441,9977,technology,16,0,0,1
248,video,259,139,2,15,3.63844227756737,1534,technology,0,1,0,1
249,image,194,245,36,6,3.39262965988778,5427,food,4,0,1,0
250,video,75,148,39,31,4.02235553413124,5197,sports,5,1,0,0
251,video,185,245,71,18,4.71866527579597,1760,food,1,1,0,0
252,video,96,394,39,1,3.61367313469966,5792,technology,15,1,1,1
253,video,281,486,55,9,1.2013319144815,2454,sports,21,0,1,0
254,text,,475,22,49,,8557,technology,4,0,0,1
255,text,125,4,10,16,4.28987178892902,6561,food,4,1,0,1
256,video,268,464,63,36,1.44187734125394,9428,food,11,1,0,1
257,image,121,183,7,11,0.826350426295166,7144,food,2,0,1,0
258,text,138,19,92,5,3.66476024319013,5597,sports,15,0,0,1
259,video,95,424,93,21,2.31136859970564,4649,technology,5,1,0,0
260,text,,45,55,31,,6434,technology,14,0,1,1
261,text,82,11,59,40,3.42614781992148,6110,food,14,0,1,0
262,image,50,69,9,19,0.906885400062473,5026,food,15,0,1,0
263,video,,16,38,0,,9682,food,19,0,1,1
264,video,80,370,27,46,1.66350768638111,9404,food,12,0,1,1
265,image,257,146,48,5,2.01745620682829,6165,fashion,11,0,0,0
266,image,191,153,35,18,2.31017186157594,2279,fashion,9,1,0,0
267,video,,303,12,17,,5067,fashion,13,1,0,1
268,video,97,107,95,5,2.73431940003772,734,food,1,1,1,1
269,image,118,235,35,44,1.05493320983882,3731,food,2,1,1,0
270,text,154,307,25,32,2.30436647009758,9691,technology,8,1,1,0
271,text,139,351,85,22,2.07819404596438,4777,sports,10,1,0,1
272,image,239,69,3,22,3.97778037541927,2318,technology,10,0,1,0
273,text,269,182,94,25,4.11426730234729,1489,fashion,21,0,1,1
274,image,243,249,81,12,1.1903579707509,4376,technology,9,1,1,1
275,text,291,227,63,6,2.14948034320652,1349,food,13,1,0,1
276,text,241,101,37,14,2.18008922464324,7740,fashion,8,1,1,1
277,video,247,74,87,43,1.18134699771238,5812,fashion,19,0,1,0
278,video,112,416,86,26,4.09304077273036,1345,sports,20,0,0,1
279,text,122,445,21,25,3.68252747750941,8345,sports,9,0,1,1
280,text,210,215,1,32,1.35671803833666,542,fashion,21,0,1,0
281,video,218,406,30,14,2.1502485886721,7076,fashion,8,1,1,0
282,video,138,398,10,35,0.976122611854314,4775,technology,4,1,0,1
283,video,225,410,91,44,3.3269296869187,8053,fashion,7,1,1,1
284,image,62,202,45,26,1.04617366046879,4477,food,10,1,1,1
285,text,122,191,95,4,4.93670375881213,7158,technology,0,0,0,1
286,video,294,248,61,1,4.01306933609538,922,food,20,0,0,1
287,text,126,498,68,32,2.25607347312798,3039,food,9,1,1,1
288,image,208,241,63,15,3.1035376952571,7196,food,0,0,0,0
289,image,282,464,9,22,4.60103817297384,5865,fashion,21,0,1,0
290,video,252,178,39,37,2.99344676178122,1131,sports,6,0,0,1
291,image,117,436,23,15,1.2852431887908,662,sports,13,0,1,0
292,text,147,461,98,13,2.20416510011522,440,food,4,1,1,0
293,video,174,218,43,28,4.29415189263385,4667,fashion,16,0,1,1
294,text,151,81,59,25,3.39895857195328,7962,technology,21,1,0,0
295,text,287,91,61,34,3.4282597295021,2396,food,20,0,0,0
296,image,181,434,86,14,4.4006966855982,334,technology,5,0,1,1
297,image,,174,16,2,,5302,technology,15,1,1,1
298,image,68,238,64,22,4.63906657300746,9408,fashion,10,1,1,1
299,image,247,259,94,28,0.926821369639203,9709,fashion,9,0,1,0
300,image,275,390,94,33,2.94856700883395,1391,sports,14,0,0,1
301,video,131,364,56,32,3.83229284548243,4827,sports,6,1,0,0
302,text,190,162,54,40,3.90617080307156,8820,fashion,22,0,1,1
303,text,282,47,52,40,3.23022290886502,3039,food,1,0,0,1
304,text,72,328,55,22,1.25054300832653,5535,sports,11,1,0,1
305,text,132,327,97,6,4.08839249273749,7081,technology,18,0,0,1
306,image,158,115,8,2,3.74050100081726,5492,food,11,0,1,0
307,text,124,428,21,31,0.887610971970663,9621,technology,15,0,1,0
308,video,178,336,12,30,2.58714421103469,8072,fashion,5,0,0,1
309,video,137,336,88,17,1.28289829784812,1333,technology,2,0,0,0
310,text,103,368,47,42,2.01864670570837,2900,food,1,1,1,1
311,text,248,224,17,6,0.581364914925584,2875,fashion,19,0,1,1
312,video,138,351,75,40,2.30148440784841,6144,food,4,1,1,0
313,video,,327,39,0,,3587,technology,10,1,0,0
314,image,,146,16,13,,7483,food,2,0,0,1
315,video,114,62,14,31,3.4857065530792,3950,fashion,2,1,0,1
316,image,125,293,14,5,4.26331090896107,5097,technology,21,0,1,1
317,image,299,322,78,38,1.46958308274079,990,technology,4,1,1,0
318,image,,442,62,9,,6020,sports,21,1,1,1
319,image,192,324,38,6,4.33191727354067,1288,sports,22,1,1,1
320,image,198,12,12,25,1.20475766701692,5744,food,10,0,1,1
321,text,,430,80,33,,840,sports,2,1,0,1
322,video,,493,31,29,,1469,sports,12,1,0,1
323,image,142,188,8,35,2.7539447265032,9681,sports,20,1,0,1
324,video,266,286,39,20,4.91639641214911,2100,sports,7,0,1,0
325,video,210,207,19,16,0.938195280986019,1571,fashion,19,0,0,1
326,image,98,113,89,32,1.86379592528796,1636,fashion,9,1,1,1
327,text,273,479,90,9,3.37200986768275,418,sports,1,1,0,0
328,image,290,21,84,46,2.0750309081293,5253,food,3,1,0,0
329,text,84,348,81,41,4.67767648391356,1994,fashion,17,1,1,1
330,video,221,213,76,11,0.795317396800179,8091,sports,18,0,0,0
331,text,151,170,79,15,2.97235324427434,9567,fashion,3,0,0,1
332,text,267,322,72,40,3.15889820327802,8692,technology,19,0,0,0
333,text,60,53,62,31,3.43727655699751,6035,fashion,8,1,0,0
334,video,148,393,75,14,1.65049800499317,823,fashion,15,0,0,1
335,video,249,297,43,26,2.14054892383939,2429,food,5,1,0,0
336,text,159,319,37,27,4.2965623834924,9427,fashion,3,1,0,1
337,text,255,125,82,16,1.37724246036572,2870,food,8,1,1,0
338,image,123,276,59,45,4.22090531228013,7645,technology,12,0,0,1
339,text,243,463,70,49,3.03194940306234,4946,sports,8,1,1,0
340,image,223,203,98,1,3.92984380037337,367,food,5,0,0,1
341,text,58,193,47,35,3.71123314818562,669,fashion,20,1,1,1
342,image,52,168,17,49,1.43380172923196,2073,fashion,18,0,1,1
343,video,134,151,15,6,3.05965731395243,8837,food,13,1,0,1
344,text,75,34,54,12,4.40475418762292,2922,technology,20,0,1,0
345,text,121,183,38,14,2.44452306560868,4560,sports,14,1,1,1
346,text,97,285,67,24,4.84965846600493,370,fashion,2,0,0,0
347,text,243,56,58,22,2.53496795045773,7741,technology,4,1,1,0
348,image,247,221,88,21,1.14253536500548,9030,sports,20,1,0,1
349,text,205,302,95,25,2.25245606034953,6780,sports,17,1,1,1
350,video,166,162,61,32,4.78266082875742,1357,fashion,13,0,1,0
351,video,270,18,12,10,1.93874382202934,8350,food,15,1,1,0
352,text,203,369,80,9,4.40644171940178,5470,fashion,13,1,1,0
353,video,202,263,5,24,4.4656280675685,4958,fashion,8,1,0,1
354,text,61,281,82,36,2.07583935949383,8681,fashion,14,0,0,1
355,text,182,112,76,47,0.874659461227845,9010,technology,6,1,0,0
356,video,275,487,59,42,3.76051059121468,7099,food,13,1,0,0
357,text,97,326,89,37,1.90180534556294,220,technology,5,0,0,0
358,video,86,29,13,40,4.02315626415908,7008,fashion,20,1,1,1
359,image,256,134,94,44,2.49194681717195,2403,food,14,0,0,0
360,text,93,66,53,23,2.6837003405418,4961,sports,19,1,1,0
361,image,277,64,3,39,4.00059233036842,3011,food,7,0,0,0
362,video,64,291,38,45,2.22063498977733,9091,fashion,1,0,0,0
363,image,92,24,71,32,2.49407305395312,7336,food,7,0,0,1
364,image,225,36,24,16,2.1928571094633,5665,sports,0,1,0,0
365,video,136,0,76,23,2.15303231874776,6631,sports,16,1,1,1
366,image,119,398,31,36,2.86675959605657,1209,food,18,0,0,1
367,image,95,36,58,1,4.13959750025518,7029,sports,4,1,1,0
368,video,291,140,62,31,2.12795740365155,1350,technology,21,1,1,1
369,image,157,231,37,23,2.85914624241982,8277,food,19,0,0,0
370,video,172,135,91,8,3.5182729644917,1749,sports,15,0,1,0
371,image,220,388,52,3,1.71247750836645,7451,sports,6,0,1,0
372,video,,187,93,16,,6011,food,6,0,0,0
373,video,70,127,66,16,4.70035907160555,9637,technology,17,1,1,0
374,image,200,200,27,49,3.7559055799899,3056,food,17,1,0,1
375,image,156,126,2,47,3.09734004300489,5928,sports,1,1,0,1
376,image,296,256,97,29,3.41474024489275,5094,food,14,1,1,0
377,text,129,163,79,39,0.631847493965383,6536,sports,13,1,1,1
378,text,96,34,21,10,3.28146334502764,8776,fashion,17,1,1,0
379,text,166,193,95,20,2.79278992950891,7714,food,8,0,1,1
380,video,173,190,37,20,2.95587355900746,9094,food,13,1,1,1
381,image,192,103,71,17,2.11740722073868,1815,sports,4,1,1,0
382,video,74,22,71,28,0.866632539708239,8250,sports,10,1,1,1
383,text,85,264,61,23,1.37002655125424,3583,sports,7,0,0,1
384,image,252,289,56,9,4.77835120945702,7775,sports,4,0,0,1
385,video,100,429,5,44,2.3391480302192,1857,food,10,1,0,0
386,image,64,461,77,16,2.60007420123889,1909,sports,4,0,1,1
387,video,117,383,31,17,0.737194054340476,5639,food,16,0,1,1
388,image,70,259,98,41,0.669048032947913,6148,technology,21,1,1,1
389,text,190,413,9,47,3.72731651171041,9962,food,3,1,0,1
390,text,263,478,2,19,2.921425988545,1251,sports,14,1,0,1
391,image,68,357,58,36,2.7891769289732,5592,sports,18,0,0,1
392,video,83,74,75,44,1.59406038690201,6811,technology,21,0,1,1
393,text,127,354,48,17,3.85137829233465,6402,food,1,1,0,1
394,text,174,71,58,16,1.25706460598821,4847,technology,23,0,0,1
395,text,245,258,30,8,1.35470634647459,8502,food,16,0,1,0
396,image,289,397,92,13,2.57320477106724,4781,sports,11,0,0,1
397,image,166,187,68,48,1.78825937950373,2607,food,23,1,0,1
398,video,101,460,61,28,1.61358341554916,3063,sports,16,1,0,1
399,video,287,172,51,30,3.40356940048999,3528,sports,9,1,1,1
400,video,76,479,88,3,3.42937285348345,7594,fashion,17,1,0,1
401,image,206,289,40,17,4.21032681409968,4055,fashion,18,1,1,0
402,image,,44,30,19,,3805,food,17,0,1,0
403,video,205,60,84,46,0.828882909617676,4138,sports,12,0,0,0
404,video,84,82,83,42,1.73149873214656,9344,technology,13,0,0,0
405,image,185,122,21,43,4.91002458438568,813,sports,23,0,1,1
406,video,193,357,3,8,3.18316358854716,7360,technology,15,0,1,1
407,text,155,15,12,12,3.69381688160459,7111,food,17,0,1,1
408,image,213,65,44,14,0.533110233314365,8979,food,17,1,1,0
409,video,207,423,41,26,2.83192579482134,8621,technology,15,1,1,0
410,image,195,144,48,14,0.668878958893114,1846,technology,16,0,0,0
411,text,51,374,19,27,3.06153595441152,1307,sports,6,1,1,0
412,image,226,161,76,36,4.64346882336234,884,food,11,0,0,1
413,image,126,233,80,18,4.85788608725184,2796,sports,1,0,1,1
414,image,181,379,53,25,2.93248703925016,7173,technology,9,1,0,0
415,image,139,143,35,25,2.56192162363497,5136,fashion,4,1,1,1
